warehouse_id,warehouse_name,warehouse_type,timestamp,power_kwh,temp_celsius,ambient_temp,compressor_status,door_open_count,defrost_status,inventory_kg,meter_reading
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 00:00:00,1.44,5.76,39.3,0,6,0,15234.0,103198.53
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 01:00:00,2.4,7.15,40.9,0,10,0,15205.0,103200.89
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 02:00:00,71.72,7.02,41.3,1,5,0,15298.0,103272.63
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 03:00:00,68.91,7.11,40.2,1,10,0,15242.0,103341.58
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 04:00:00,65.29,6.72,39.1,1,4,0,15012.0,103406.91
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 05:00:00,66.74,6.68,37.2,1,7,0,15000.0,103473.64
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 06:00:00,77.8,8.88,35.3,1,6,1,15000.0,103551.42
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 07:00:00,70.26,8.69,33.9,1,10,0,15008.0,103621.67
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 08:00:00,61.06,8.33,31.6,1,7,0,15021.0,103682.71
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 09:00:00,60.75,7.89,30.2,1,4,0,15000.0,103743.45
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 10:00:00,62.8,7.72,27.5,1,10,0,15222.0,103806.27
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 11:00:00,60.26,7.05,25.5,1,4,0,15321.0,103866.5
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 12:00:00,61.55,6.76,25.2,1,12,0,15086.0,103928.02
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 13:00:00,56.28,6.53,24.4,1,10,0,15174.0,103984.26
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 14:00:00,72.15,8.29,23.9,1,10,1,15138.0,104056.43
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 15:00:00,61.14,8.0,23.7,1,7,0,15083.0,104117.56
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 16:00:00,59.56,7.76,25.3,1,9,0,15000.0,104177.15
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 17:00:00,57.89,7.73,26.0,1,12,0,15000.0,104235.09
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 18:00:00,66.9,7.74,28.8,1,15,0,15112.0,104301.95
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 19:00:00,57.29,7.44,29.7,1,4,0,15152.0,104359.23
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 20:00:00,67.82,7.18,31.6,1,9,0,15129.0,104427.0
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 21:00:00,61.64,6.96,33.1,1,3,0,15227.0,104488.66
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 22:00:00,71.48,8.89,35.9,1,3,1,15347.0,104560.16
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-01 23:00:00,64.69,9.15,37.1,1,10,0,15391.0,104624.86
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-02 00:00:00,73.17,8.94,38.9,1,10,0,15578.0,104698.04
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-02 01:00:00,71.39,9.06,40.4,1,10,0,15589.0,104769.39
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-02 02:00:00,68.44,9.02,40.1,1,7,0,15350.0,104837.78
WH-A001,高温蔬果冷库（新设备）,高温库,2026-05-02 03:00:00,62.98,8.75,40.0,1,3,0,15528.0,104902.59
