timestamp,warehouse_id,warehouse_name,warehouse_type,power_kwh,temp_celsius,ambient_temp,compressor_status,door_open_count,defrost_status,inventory_kg,meter_reading
2026-05-01 00:00:00,WH-A001,高温蔬果冷库,高温库,1.5,7.08,39.3,0,6,0,15234.0,103198.55
2026-05-01 01:00:00,WH-A001,高温蔬果冷库,高温库,34.54,6.74,40.9,1,10,0,15205.0,103233.04
2026-05-01 02:00:00,WH-A001,高温蔬果冷库,高温库,42.36,6.35,41.3,1,10,0,15298.0,103275.44
2026-05-01 03:00:00,WH-A001,高温蔬果冷库,高温库,42.51,5.81,40.2,1,8,0,15242.0,103317.85
2026-05-01 04:00:00,WH-A001,高温蔬果冷库,高温库,33.91,4.7,39.1,1,4,0,15012.0,103351.85
2026-05-01 05:00:00,WH-A001,高温蔬果冷库,高温库,1.75,5.77,37.2,1,7,0,15000.0,103353.57
2026-05-01 06:00:00,WH-A001,高温蔬果冷库,高温库,47.18,8.07,35.3,1,7,1,15000.0,103400.85
2026-05-01 07:00:00,WH-A001,高温蔬果冷库,高温库,38.32,7.39,33.9,1,8,0,15008.0,103439.24
2026-05-01 08:00:00,WH-A001,高温蔬果冷库,高温库,32.04,6.94,31.6,1,10,0,15021.0,103471.23
2026-05-01 09:00:00,WH-A001,高温蔬果冷库,高温库,39.69,6.59,30.2,1,9,0,15000.0,103510.9
2026-05-01 10:00:00,WH-A001,高温蔬果冷库,高温库,34.8,6.64,27.5,1,13,0,15222.0,103545.64
2026-05-01 11:00:00,WH-A001,高温蔬果冷库,高温库,30.28,6.14,25.5,1,9,0,15321.0,103575.95
2026-05-01 12:00:00,WH-A001,高温蔬果冷库,高温库,34.66,6.1,25.2,1,15,0,15086.0,103610.7
2026-05-01 13:00:00,WH-A001,高温蔬果冷库,高温库,38.11,6.37,24.4,1,15,0,15174.0,103648.72
2026-05-01 14:00:00,WH-A001,高温蔬果冷库,高温库,36.39,7.86,23.9,1,3,1,15138.0,103685.13
2026-05-01 15:00:00,WH-A001,高温蔬果冷库,高温库,37.71,7.91,23.7,1,10,0,15083.0,103722.87
2026-05-01 16:00:00,WH-A001,高温蔬果冷库,高温库,34.19,7.48,25.3,1,6,0,15000.0,103757.01
2026-05-01 17:00:00,WH-A001,高温蔬果冷库,高温库,32.61,7.59,26.0,1,12,0,15000.0,103789.72
2026-05-01 18:00:00,WH-A001,高温蔬果冷库,高温库,40.62,7.62,28.8,1,15,0,15112.0,103830.27
2026-05-01 19:00:00,WH-A001,高温蔬果冷库,高温库,30.17,7.13,29.7,1,4,0,15152.0,103860.42
2026-05-01 20:00:00,WH-A001,高温蔬果冷库,高温库,40.15,6.61,31.6,1,9,0,15129.0,103900.47
2026-05-01 21:00:00,WH-A001,高温蔬果冷库,高温库,33.02,6.09,33.1,1,3,0,15227.0,103933.52
2026-05-01 22:00:00,WH-A001,高温蔬果冷库,高温库,38.91,7.85,35.9,1,3,1,15347.0,103972.47
2026-05-01 23:00:00,WH-A001,高温蔬果冷库,高温库,34.28,7.89,37.1,1,10,0,15391.0,104006.77
2026-05-02 00:00:00,WH-A001,高温蔬果冷库,高温库,42.02,7.09,38.9,1,10,0,15578.0,104048.8
2026-05-02 01:00:00,WH-A001,高温蔬果冷库,高温库,39.45,6.74,40.4,1,10,0,15589.0,104088.24
2026-05-02 02:00:00,WH-A001,高温蔬果冷库,高温库,36.64,6.17,40.1,1,7,0,15350.0,104124.79
2026-05-02 03:00:00,WH-A001,高温蔬果冷库,高温库,32.97,5.22,40.0,1,3,0,15528.0,104157.81
2026-05-02 04:00:00,WH-A001,高温蔬果冷库,高温库,37.98,4.65,38.3,1,4,0,15467.0,104195.74
2026-05-02 05:00:00,WH-A001,高温蔬果冷库,高温库,42.04,6.095000000000001,37.2,1,4,0,15493.5,104219.85500000001
2026-05-02 06:00:00,WH-A001,高温蔬果冷库,高温库,46.1,7.54,36.1,1,5,1,15520.0,104243.97
2026-05-02 07:00:00,WH-A001,高温蔬果冷库,高温库,35.49,6.93,33.8,1,9,0,15473.0,104279.48
2026-05-02 08:00:00,WH-A001,高温蔬果冷库,高温库,45.13,8.97,32.2,1,7,1,15504.0,104324.52
2026-05-02 09:00:00,WH-A001,高温蔬果冷库,高温库,31.68,8.12,29.7,1,3,0,15334.0,104356.24
2026-05-02 10:00:00,WH-A001,高温蔬果冷库,高温库,38.42,7.66,27.7,1,7,0,15238.0,104394.67
2026-05-02 11:00:00,WH-A001,高温蔬果冷库,高温库,31.29,7.27,26.7,1,7,0,15465.0,104425.88
2026-05-02 12:00:00,WH-A001,高温蔬果冷库,高温库,38.6,6.88,25.3,1,12,0,15456.0,104464.39
2026-05-02 13:00:00,WH-A001,高温蔬果冷库,高温库,35.63,6.73,24.3,1,4,0,15463.0,104499.94
2026-05-02 14:00:00,WH-A001,高温蔬果冷库,高温库,39.78,8.82,23.8,1,7,1,15499.0,104539.67
2026-05-02 15:00:00,WH-A001,高温蔬果冷库,高温库,32.91,8.34,23.3,1,4,0,15636.0,104572.5
2026-05-02 16:00:00,WH-A001,高温蔬果冷库,高温库,40.11,8.85,25.7,1,15,0,15527.0,104612.67
2026-05-02 17:00:00,WH-A001,高温蔬果冷库,高温库,37.07,8.8,25.2,1,6,0,15597.0,104649.83
2026-05-02 18:00:00,WH-A001,高温蔬果冷库,高温库,31.93,8.31,27.2,1,6,0,15529.0,104681.81
2026-05-02 19:00:00,WH-A001,高温蔬果冷库,高温库,38.07,8.04,29.5,1,9,0,15343.0,104719.94
2026-05-02 20:00:00,WH-A001,高温蔬果冷库,高温库,41.11,7.56,31.2,1,9,0,15400.0,104761.06
2026-05-02 21:00:00,WH-A001,高温蔬果冷库,高温库,33.15,7.25,35.3,1,10,0,15306.0,104794.21
2026-05-02 22:00:00,WH-A001,高温蔬果冷库,高温库,40.91,9.53,36.7,1,10,1,15159.0,104835.14
2026-05-02 23:00:00,WH-A001,高温蔬果冷库,高温库,38.58,8.89,38.7,1,5,0,15000.0,104873.73
2026-05-03 00:00:00,WH-A001,高温蔬果冷库,高温库,38.12,7.72,39.1,1,2,0,15094.0,104911.86
2026-05-03 01:00:00,WH-A001,高温蔬果冷库,高温库,35.2,7.18,38.7,1,6,0,15156.0,104947.04
2026-05-03 02:00:00,WH-A001,高温蔬果冷库,高温库,43.41,6.43,40.2,1,6,0,15198.0,104990.35
2026-05-03 03:00:00,WH-A001,高温蔬果冷库,高温库,35.11,5.44,39.9,1,3,0,15233.0,105025.55
2026-05-03 04:00:00,WH-A001,高温蔬果冷库,高温库,34.07,4.35,40.4,1,3,0,15290.0,105059.68
2026-05-03 05:00:00,WH-A001,高温蔬果冷库,高温库,1.5,5.44,38.2,1,6,0,15173.0,105061.21
2026-05-03 06:00:00,WH-A001,高温蔬果冷库,高温库,48.03,7.23,36.9,1,2,1,15075.0,105109.32
2026-05-03 07:00:00,WH-A001,高温蔬果冷库,高温库,37.19,7.05,34.4,1,6,0,15173.0,105146.46
2026-05-03 08:00:00,WH-A001,高温蔬果冷库,高温库,37.4,6.785,31.8,1,7,0,15083.0,105183.82
2026-05-03 09:00:00,WH-A001,高温蔬果冷库,高温库,32.18,6.52,29.3,1,13,0,15074.0,105216.02
2026-05-03 10:00:00,WH-A001,高温蔬果冷库,高温库,31.65,6.25,28.2,1,9,0,15173.0,105247.77
2026-05-03 11:00:00,WH-A001,高温蔬果冷库,高温库,33.62,6.29,27.5,1,6,0,15141.0,105281.29
2026-05-03 12:00:00,WH-A001,高温蔬果冷库,高温库,29.81,5.42,25.6,1,4,0,15038.0,105311.01
2026-05-03 13:00:00,WH-A001,高温蔬果冷库,高温库,30.83,5.4,24.7,1,10,0,15011.0,105341.8
2026-05-03 14:00:00,WH-A001,高温蔬果冷库,高温库,37.06,7.01,24.4,1,3,1,15003.0,105378.92
2026-05-03 15:00:00,WH-A001,高温蔬果冷库,高温库,38.37,7.19,23.1,1,12,0,15000.0,105417.23
